Username,Followers,Following,Posts,Ratio,Score,Verdict,Why
04al46,102,5818,1,57.0,99,BOT,follows 57x more than follow it back
08_views,237,18000,0,75.9,99,BOT,follows 76x more than follow it back
1.ajdhtd,1,4245,1,4245.0,99,BOT,follows 4245x more than follow it back
237naveenmodel,7,5960,0,851.4,99,BOT,follows 851x more than follow it back
66v._vl,18,3527,0,195.9,99,BOT,follows 196x more than follow it back
74farmanmalik,14,2321,0,165.8,99,BOT,follows 166x more than follow it back
8xcx7,171,18000,0,105.3,99,BOT,follows 105x more than follow it back
_.the_krishna_tales._,12,1914,4,159.5,99,BOT,follows 160x more than follow it back
_06_kajal_,49,18000,0,367.3,99,BOT,follows 367x more than follow it back
______manak__07x,77,19000,2,246.8,99,BOT,follows 247x more than follow it back
__anamika__singh__564,5,729,1,145.8,99,BOT,follows 146x more than follow it back
__king__off__rewa___,18,5088,3,282.7,99,BOT,follows 283x more than follow it back
__knu__0424,12,9148,0,762.3,99,BOT,follows 762x more than follow it back
__mittivoy__07,39,2603,0,66.7,99,BOT,follows 67x more than follow it back
__ruqsanahh._,0,1668,0,999.0,99,BOT,follows 999x more than follow it back
__simple__girll__1234__,16,9479,1,592.4,99,BOT,follows 592x more than follow it back
_anuragdevil_77,39,14000,0,359.0,99,BOT,follows 359x more than follow it back
_avlok_590_,17,7689,0,452.3,99,BOT,follows 452x more than follow it back
_chodrii_o1,0,9339,0,999.0,99,BOT,follows 999x more than follow it back
_comedy_cilep_1k_,26,2915,3,112.1,99,BOT,follows 112x more than follow it back
_cutie_ranuu__,32,3786,0,118.3,99,BOT,follows 118x more than follow it back
_lill.strrr_8,45,6295,0,139.9,99,BOT,follows 140x more than follow it back
_official_toxic_03,6,3244,0,540.7,99,BOT,follows 541x more than follow it back
_patel_7m_,10,3011,0,301.1,99,BOT,follows 301x more than follow it back
_promopartner_,7,1183,1,169.0,99,BOT,follows 169x more than follow it back
_riz_xtar__26,13,873,0,67.2,99,BOT,follows 67x more than follow it back
_thats_navin08,33,5540,0,167.9,99,BOT,follows 168x more than follow it back
_yashika_145,107,20000,0,186.9,99,BOT,follows 187x more than follow it back
a06929113,19,3715,0,195.5,99,BOT,follows 196x more than follow it back
aadi70711,7,5224,0,746.3,99,BOT,follows 746x more than follow it back
aaditya_______83,14,5014,1,358.1,99,BOT,follows 358x more than follow it back
aalukhaoge43,10,3807,0,380.7,99,BOT,follows 381x more than follow it back
aanand0002025,23,9542,0,414.9,99,BOT,follows 415x more than follow it back
aanmoldahiya427,12,1809,1,150.8,99,BOT,follows 151x more than follow it back
aanukhan___45,41,7332,0,178.8,99,BOT,follows 179x more than follow it back
aarushsatpute5,29,9802,0,338.0,99,BOT,follows 338x more than follow it back
aasa.as000,22,7607,0,345.8,99,BOT,follows 346x more than follow it back
abc53.63,7,1165,0,166.4,99,BOT,follows 166x more than follow it back
abcd.88643,8,1786,0,223.2,99,BOT,follows 223x more than follow it back
abdo.abdo._22,22,1942,0,88.3,99,BOT,follows 88x more than follow it back
abhisheksharmi_4,3,1219,0,406.3,99,BOT,follows 406x more than follow it back
abramkhan388,2,454,1,227.0,99,BOT,follows 227x more than follow it back
adil7864720,15,7288,0,485.9,99,BOT,follows 486x more than follow it back
adiuty2026,2,502,0,251.0,99,BOT,follows 251x more than follow it back
ae_goloo,7,1761,1,251.6,99,BOT,follows 252x more than follow it back
afgghgf.6433,14,3199,1,228.5,99,BOT,follows 228x more than follow it back
ahad929221,1,332,0,332.0,99,BOT,follows 332x more than follow it back
ahmad4042026,7,1253,4,179.0,99,BOT,follows 179x more than follow it back
aizen21011,0,1293,0,999.0,99,BOT,follows 999x more than follow it back
ajay06292,14,4109,0,293.5,99,BOT,follows 294x more than follow it back
ajay_12333x,6,1175,1,195.8,99,BOT,follows 196x more than follow it back
ak58_920,3,975,0,325.0,99,BOT,follows 325x more than follow it back
akl.008,0,168,0,999.0,99,BOT,follows 999x more than follow it back
akra28713,9,2986,0,331.8,99,BOT,follows 332x more than follow it back
alhwatkfahalhyatkfah,12,3035,0,252.9,99,BOT,follows 253x more than follow it back
ali.shah.753,34,13000,25,382.4,99,BOT,follows 382x more than follow it back
alligator.33962218,0,7336,0,999.0,99,BOT,follows 999x more than follow it back
alligator.3772500,4,1614,0,403.5,99,BOT,follows 404x more than follow it back
alligator.5068019,53,16000,0,301.9,99,BOT,follows 302x more than follow it back
alligator.7143548,3,3326,0,1108.7,99,BOT,follows 1109x more than follow it back
alligator.8810966,11,4861,0,441.9,99,BOT,follows 442x more than follow it back
aman_preet5809,15,5624,6,374.9,99,BOT,follows 375x more than follow it back
ami.io8,5,2277,1,455.4,99,BOT,follows 455x more than follow it back
amrit26504,5,2076,0,415.2,99,BOT,follows 415x more than follow it back
amtxx7,56,7715,0,137.8,99,BOT,follows 138x more than follow it back
anaiah1751,5,982,0,196.4,99,BOT,follows 196x more than follow it back
anandanandanandanand123,4,2268,0,567.0,99,BOT,follows 567x more than follow it back
anandkumarsinghji01,5,1229,6,245.8,99,BOT,follows 246x more than follow it back
anash_saifi7865,5,1744,0,348.8,99,BOT,follows 349x more than follow it back
anish0099912,3,3139,0,1046.3,99,BOT,follows 1046x more than follow it back
anja.li129226,32,11000,0,343.8,99,BOT,follows 344x more than follow it back
ankit_gunda_jii,23,2354,0,102.3,99,BOT,follows 102x more than follow it back
ans70581,13,7803,0,600.2,99,BOT,follows 600x more than follow it back
ansh.yadv.8198,6,1277,1,212.8,99,BOT,follows 213x more than follow it back
ansh192732,26,8621,0,331.6,99,BOT,follows 332x more than follow it back
ark10382,27,5372,0,199.0,99,BOT,follows 199x more than follow it back
armadillo.1665955,10,2221,0,222.1,99,BOT,follows 222x more than follow it back
armadillo.1695575,6,1068,5,178.0,99,BOT,follows 178x more than follow it back
armadillo.24966198,36,10000,1,277.8,99,BOT,follows 278x more than follow it back
armadillo.6308178t,3,2765,0,921.7,99,BOT,follows 922x more than follow it back
armadillo.7351414,4,1080,0,270.0,99,BOT,follows 270x more than follow it back
arman282911,4,997,0,249.2,99,BOT,follows 249x more than follow it back
arman_beawar_414,2,3788,0,1894.0,99,BOT,follows 1894x more than follow it back
aro.338p,4,2300,1,575.0,99,BOT,follows 575x more than follow it back
artificial_renovation,64,18000,6,281.2,99,BOT,follows 281x more than follow it back
artist.bno,13,2428,0,186.8,99,BOT,follows 187x more than follow it back
arun_kashyap0011111,11,4445,9,404.1,99,BOT,follows 404x more than follow it back
arushi_2o,246,16000,1,65.0,99,BOT,follows 65x more than follow it back
arzanali5070,48,20000,0,416.7,99,BOT,follows 417x more than follow it back
asd_f5911,7,2931,0,418.7,99,BOT,follows 419x more than follow it back
asfakgolden3302,0,4577,0,999.0,99,BOT,follows 999x more than follow it back
asifkhan73759,9,3817,0,424.1,99,BOT,follows 424x more than follow it back
asish.459,11,4791,1,435.5,99,BOT,follows 436x more than follow it back
assa.m618,5,1102,1,220.4,99,BOT,follows 220x more than follow it back
attitude_____king_____555,0,5664,0,999.0,99,BOT,follows 999x more than follow it back
avniyadav5027,21,5061,3,241.0,99,BOT,follows 241x more than follow it back
awmking_o22,4,289,0,72.2,99,BOT,follows 72x more than follow it back
azzzzx1_,47,12000,0,255.3,99,BOT,follows 255x more than follow it back
b_9545_,46,13000,8,282.6,99,BOT,follows 283x more than follow it back
baby009806,3,755,0,251.7,99,BOT,follows 252x more than follow it back
bad_bro__001,10,2844,0,284.4,99,BOT,follows 284x more than follow it back
bad_girl_shizuka__08,95,8454,2,89.0,99,BOT,follows 89x more than follow it back
badger.60610248,16,8148,0,509.2,99,BOT,follows 509x more than follow it back
badu_ak,4,1271,0,317.8,99,BOT,follows 318x more than follow it back
bala.ala0000,24,8031,10,334.6,99,BOT,follows 335x more than follow it back
banna71206,1,272,0,272.0,99,BOT,follows 272x more than follow it back
banta.rapper1,15,1967,2,131.1,99,BOT,follows 131x more than follow it back
bat.2505495,1,992,0,992.0,99,BOT,follows 992x more than follow it back
bat.2542315,5,1576,2,315.2,99,BOT,follows 315x more than follow it back
bat.5993058,6,1588,0,264.7,99,BOT,follows 265x more than follow it back
bat.60445897,4,4277,0,1069.2,99,BOT,follows 1069x more than follow it back
bat.8689293,43,15000,1,348.8,99,BOT,follows 349x more than follow it back
bat.super12,4,2034,0,508.5,99,BOT,follows 508x more than follow it back
bay.13004,11,2115,0,192.3,99,BOT,follows 192x more than follow it back
bby__302__376,22,10000,0,454.5,99,BOT,follows 455x more than follow it back
bear.1308670,24,8199,0,341.6,99,BOT,follows 342x more than follow it back
bear.5240703,31,17000,0,548.4,99,BOT,follows 548x more than follow it back
bear.5987054,13,3337,0,256.7,99,BOT,follows 257x more than follow it back
bear.6377726,32,12000,0,375.0,99,BOT,follows 375x more than follow it back
bear.7225226,6,3271,6,545.2,99,BOT,follows 545x more than follow it back
bear.93972781,8,2732,0,341.5,99,BOT,follows 342x more than follow it back
bear_992272,23,11000,0,478.3,99,BOT,follows 478x more than follow it back
being_sultan.2317,0,9452,1,999.0,99,BOT,follows 999x more than follow it back
betttuuu_tumin_09,132,9339,2,70.8,99,BOT,follows 71x more than follow it back
bhabani______12,13,2167,0,166.7,99,BOT,follows 167x more than follow it back
bhagat_birji_ka,32,5959,0,186.2,99,BOT,follows 186x more than follow it back
bhai__chara__on_tap__,22,1125,1,51.1,99,BOT,follows 51x more than follow it back
bhar.tunkar,2,1161,0,580.5,99,BOT,follows 580x more than follow it back
bhatti_4_u_976,10,2098,0,209.8,99,BOT,follows 210x more than follow it back
bhavesh35725,0,3388,0,999.0,99,BOT,follows 999x more than follow it back
bhimrao2510,112,14000,0,125.0,99,BOT,follows 125x more than follow it back
bhumi_kanp,6,1346,0,224.3,99,BOT,follows 224x more than follow it back
bishnoi__6121,260,16000,3,61.5,99,BOT,follows 62x more than follow it back
bittu________kittu______,2,3418,2,1709.0,99,BOT,follows 1709x more than follow it back
bjkhjkjj,49,13000,0,265.3,99,BOT,follows 265x more than follow it back
bon27689,39,17000,1,435.9,99,BOT,follows 436x more than follow it back
boss_231312_,32,14000,0,437.5,99,BOT,follows 438x more than follow it back
boxe.r7619,10,2799,1,279.9,99,BOT,follows 280x more than follow it back
boy204214,37,8524,0,230.4,99,BOT,follows 230x more than follow it back
bsbb759,0,267,1,999.0,99,BOT,follows 999x more than follow it back
bundela6858,15,1680,23,112.0,99,BOT,follows 112x more than follow it back
camel.24263235,4,858,0,214.5,99,BOT,follows 214x more than follow it back
camel.7659830,44,13000,0,295.5,99,BOT,follows 295x more than follow it back
camel.91650307,43,17000,0,395.3,99,BOT,follows 395x more than follow it back
carljsbzkhzb,69,28000,0,405.8,99,BOT,follows 406x more than follow it back
cbxid4,0,1839,0,999.0,99,BOT,follows 999x more than follow it back
cg_king_bro___,100,5149,36,51.5,99,BOT,follows 51x more than follow it back
chaitanya221212,37,18000,0,486.5,99,BOT,follows 486x more than follow it back
chajdneku,7,3189,3,455.6,99,BOT,follows 456x more than follow it back
chameleon.75085726,7,4725,0,675.0,99,BOT,follows 675x more than follow it back
chameleon.8944504,6,1592,4,265.3,99,BOT,follows 265x more than follow it back
chauhanpawan57432025,13,4285,0,329.6,99,BOT,follows 330x more than follow it back
cheema974400,8,1410,0,176.2,99,BOT,follows 176x more than follow it back
cheetah.19188774,0,3223,0,999.0,99,BOT,follows 999x more than follow it back
cheetah.2031803,9,3396,0,377.3,99,BOT,follows 377x more than follow it back
cheetah.53803780,4,2279,0,569.8,99,BOT,follows 570x more than follow it back
cheetah.67407993,12,4149,0,345.8,99,BOT,follows 346x more than follow it back
cheetah123815,6,3192,0,532.0,99,BOT,follows 532x more than follow it back
chhora982776,55,21000,0,381.8,99,BOT,follows 382x more than follow it back
chiku000282,0,6218,0,999.0,99,BOT,follows 999x more than follow it back
chipmunk.2871604,11,6245,0,567.7,99,BOT,follows 568x more than follow it back
chipmunk.3693136,26,8036,0,309.1,99,BOT,follows 309x more than follow it back
chipmunk.6688892,40,14000,1,350.0,99,BOT,follows 350x more than follow it back
chipmunk.7664359,14,5513,1,393.8,99,BOT,follows 394x more than follow it back
chipmunk.82751638,5,1037,0,207.4,99,BOT,follows 207x more than follow it back
chmohid23012026,0,191,0,999.0,99,BOT,follows 999x more than follow it back
chumma1394,7,2779,0,397.0,99,BOT,follows 397x more than follow it back
clipcastcreations,17,11000,10,647.1,99,BOT,follows 647x more than follow it back
cock.roachkimkc,23,9286,0,403.7,99,BOT,follows 404x more than follow it back
cockrochjqnta_party,13,2679,3,206.1,99,BOT,follows 206x more than follow it back
comedyhub299,3,1523,12,507.7,99,BOT,follows 508x more than follow it back
cp12530,10,3360,0,336.0,99,BOT,follows 336x more than follow it back
crab.2689268,13,5983,0,460.2,99,BOT,follows 460x more than follow it back
crab.30097700,15,5968,0,397.9,99,BOT,follows 398x more than follow it back
crab.3292150,0,3212,0,999.0,99,BOT,follows 999x more than follow it back
crab.360277uu,16,6763,0,422.7,99,BOT,follows 423x more than follow it back
crab.4888314,7,3098,0,442.6,99,BOT,follows 443x more than follow it back
crab.85031531,3,205,0,68.3,99,BOT,follows 68x more than follow it back
crea.tor8147,28,4730,1,168.9,99,BOT,follows 169x more than follow it back
crocodile8307,6,2311,0,385.2,99,BOT,follows 385x more than follow it back
cute_girl9014622,6,1002,0,167.0,99,BOT,follows 167x more than follow it back
cycy_bella12,18,1503,2,83.5,99,BOT,follows 84x more than follow it back
dabhi_1818_,2,3523,0,1761.5,99,BOT,follows 1762x more than follow it back
dad._0006,16,3377,0,211.1,99,BOT,follows 211x more than follow it back
dadaso6937,0,314,0,999.0,99,BOT,follows 999x more than follow it back
dailyvideos7377,4,828,3,207.0,99,BOT,follows 207x more than follow it back
danger__.17,19,9048,4,476.2,99,BOT,follows 476x more than follow it back
dark445052,6,1217,0,202.8,99,BOT,follows 203x more than follow it back
darkcreator85,27,12000,10,444.4,99,BOT,follows 444x more than follow it back
daviljoker1,34,15000,14,441.2,99,BOT,follows 441x more than follow it back
deadsmoker0990_,0,968,0,999.0,99,BOT,follows 999x more than follow it back
deer.3000_,25,8158,0,326.3,99,BOT,follows 326x more than follow it back
deer.43323271,31,10000,0,322.6,99,BOT,follows 323x more than follow it back
deer.5693111,8,1984,0,248.0,99,BOT,follows 248x more than follow it back
deer.7568640,4,526,0,131.5,99,BOT,follows 132x more than follow it back
deer.7633788,7,3703,0,529.0,99,BOT,follows 529x more than follow it back
deer_305848,10,4335,0,433.5,99,BOT,follows 434x more than follow it back
demtrixmotivations14,11,6877,0,625.2,99,BOT,follows 625x more than follow it back
depak.dwi78,6,2773,1,462.2,99,BOT,follows 462x more than follow it back
dilli87302,5,1082,0,216.4,99,BOT,follows 216x more than follow it back
dillo.723,3,2678,1,892.7,99,BOT,follows 893x more than follow it back
dinosaur.1637125,6,1468,0,244.7,99,BOT,follows 245x more than follow it back
dinosaur.2305794,9,5022,1,558.0,99,BOT,follows 558x more than follow it back
dinosaur.2391598,35,9494,0,271.3,99,BOT,follows 271x more than follow it back
dinosaur.3685347,96,6777,0,70.6,99,BOT,follows 71x more than follow it back
dinosaur.4590799,0,3617,0,999.0,99,BOT,follows 999x more than follow it back
djjoker.10,9,2553,0,283.7,99,BOT,follows 284x more than follow it back
djkrish.90,0,213,0,999.0,99,BOT,follows 999x more than follow it back
dolph_in5384711,14,5701,0,407.2,99,BOT,follows 407x more than follow it back
dolphin.67524368,12,5526,0,460.5,99,BOT,follows 460x more than follow it back
dolphin.7467100,61,16000,0,262.3,99,BOT,follows 262x more than follow it back
dolphin14096,8,826,0,103.2,99,BOT,follows 103x more than follow it back
don40366,21,5019,0,239.0,99,BOT,follows 239x more than follow it back
don___aman___302,21,3398,0,161.8,99,BOT,follows 162x more than follow it back
dorimon.9090,18,5643,0,313.5,99,BOT,follows 314x more than follow it back
dosa.6777,4,1465,0,366.2,99,BOT,follows 366x more than follow it back
douae.idrissi.1,4,12000,0,3000.0,99,BOT,follows 3000x more than follow it back
drago.n8278,8,4341,0,542.6,99,BOT,follows 543x more than follow it back
dragon.2961366,7,2869,0,409.9,99,BOT,follows 410x more than follow it back
dragon.33360599,12,4799,0,399.9,99,BOT,follows 400x more than follow it back
dragon.5353293,33,8877,0,269.0,99,BOT,follows 269x more than follow it back
dragon.78972574,5,3705,0,741.0,99,BOT,follows 741x more than follow it back
dragon.85892610,4,2224,1,556.0,99,BOT,follows 556x more than follow it back
dubbjx,1,706,1,706.0,99,BOT,follows 706x more than follow it back
duck.3456157,0,310,2,999.0,99,BOT,follows 999x more than follow it back
duck.4138319,38,13000,0,342.1,99,BOT,follows 342x more than follow it back
duck.49181321,9,4747,2,527.4,99,BOT,follows 527x more than follow it back
duck.8410361,11,1457,0,132.5,99,BOT,follows 132x more than follow it back
duke.50505040,22,6385,7,290.2,99,BOT,follows 290x more than follow it back
dummyacc211,4,1776,0,444.0,99,BOT,follows 444x more than follow it back
duwdhddjfk,6,2724,2,454.0,99,BOT,follows 454x more than follow it back
ek_villain_.44,89,27000,0,303.4,99,BOT,follows 303x more than follow it back
elephant.334055,28,12000,1,428.6,99,BOT,follows 429x more than follow it back
elephant.4586886,30,14000,0,466.7,99,BOT,follows 467x more than follow it back
elephant.54839499,21,8671,0,412.9,99,BOT,follows 413x more than follow it back
elephant.79325181,21,7095,0,337.9,99,BOT,follows 338x more than follow it back
elk.6342237,0,1865,0,999.0,99,BOT,follows 999x more than follow it back
elk.7145035,29,8133,0,280.4,99,BOT,follows 280x more than follow it back
elk.87002827,0,6798,0,999.0,99,BOT,follows 999x more than follow it back
eosll12,4,1337,0,334.2,99,BOT,follows 334x more than follow it back
eoud_u,34,6418,0,188.8,99,BOT,follows 189x more than follow it back
eraa91022,96,6801,0,70.8,99,BOT,follows 71x more than follow it back
eryy_wu,0,33000,0,999.0,99,BOT,follows 999x more than follow it back
exotic_970,158,20000,0,126.6,99,BOT,follows 127x more than follow it back
f_khan_0811,24,5038,0,209.9,99,BOT,follows 210x more than follow it back
fake_id_100w,0,9758,0,999.0,99,BOT,follows 999x more than follow it back
fameview999,16,7720,0,482.5,99,BOT,follows 482x more than follow it back
fameview9999,17,7807,0,459.2,99,BOT,follows 459x more than follow it back
feelings_ashu143,0,1356,0,999.0,99,BOT,follows 999x more than follow it back
ff_boy_freestyle,14,1023,2,73.1,99,BOT,follows 73x more than follow it back
fllowares_like_comment_shar,31,6912,1,223.0,99,BOT,follows 223x more than follow it back
flstrcckmillionaires,0,188,6,999.0,99,BOT,follows 999x more than follow it back
freef_irelover263,33,7856,0,238.1,99,BOT,follows 238x more than follow it back
freefire738518,14,4546,0,324.7,99,BOT,follows 325x more than follow it back
gaa26749,15,6442,0,429.5,99,BOT,follows 429x more than follow it back
gargiiibrah,6,2096,0,349.3,99,BOT,follows 349x more than follow it back
gazelle.5940655,17,5655,1,332.6,99,BOT,follows 333x more than follow it back
gecko.11208270,6,1604,0,267.3,99,BOT,follows 267x more than follow it back
gecko.1872926,16,4273,0,267.1,99,BOT,follows 267x more than follow it back
gecko.2.2.2.2,7,1480,0,211.4,99,BOT,follows 211x more than follow it back
gecko.4108048,15,7951,1,530.1,99,BOT,follows 530x more than follow it back
gecko.80094809,12,3298,0,274.8,99,BOT,follows 275x more than follow it back
gecko.8409047,39,13000,14,333.3,99,BOT,follows 333x more than follow it back
gecku67,6,1097,3,182.8,99,BOT,follows 183x more than follow it back
gehraaiyaan_02,1,3577,0,3577.0,99,BOT,follows 3577x more than follow it back
gentama62,16,3711,1,231.9,99,BOT,follows 232x more than follow it back
ghoij2026,23,7083,0,308.0,99,BOT,follows 308x more than follow it back
ghul.e4762,4,1837,0,459.2,99,BOT,follows 459x more than follow it back
gi__ashu_,16,5342,0,333.9,99,BOT,follows 334x more than follow it back
gile_124_,1,1206,0,1206.0,99,BOT,follows 1206x more than follow it back
giraffe.1336882,27,8740,0,323.7,99,BOT,follows 324x more than follow it back
giraffe.1688568,4,1755,5,438.8,99,BOT,follows 439x more than follow it back
giraffe.2651562,20,8318,1,415.9,99,BOT,follows 416x more than follow it back
giraffe.3333285,0,1706,0,999.0,99,BOT,follows 999x more than follow it back
giraffe.74700407,24,7146,1,297.8,99,BOT,follows 298x more than follow it back
giraffe.8409216,75,12000,1,160.0,99,BOT,follows 160x more than follow it back
gjyjeg2024,6,1596,1,266.0,99,BOT,follows 266x more than follow it back
gmii37,153,13000,2,85.0,99,BOT,follows 85x more than follow it back
goat.42481613,3,1157,0,385.7,99,BOT,follows 386x more than follow it back
goat.6474941,13,7199,0,553.8,99,BOT,follows 554x more than follow it back
goat.6969884,9,3084,0,342.7,99,BOT,follows 343x more than follow it back
goat.78248664,9,1006,0,111.8,99,BOT,follows 112x more than follow it back
goat2_448,2,4054,0,2027.0,99,BOT,follows 2027x more than follow it back
gohil_gohil_55,25,12000,0,480.0,99,BOT,follows 480x more than follow it back
gohil_yvraj,21,6916,0,329.3,99,BOT,follows 329x more than follow it back
golu.98127,30,8732,0,291.1,99,BOT,follows 291x more than follow it back
goos0017,32,11000,0,343.8,99,BOT,follows 344x more than follow it back
goose.2555400,10,3685,0,368.5,99,BOT,follows 368x more than follow it back
goose.3943375,2,1085,0,542.5,99,BOT,follows 542x more than follow it back
goose.4942729,4,1336,0,334.0,99,BOT,follows 334x more than follow it back
goose.54322125,6,1456,0,242.7,99,BOT,follows 243x more than follow it back
goose.6749649,24,7252,0,302.2,99,BOT,follows 302x more than follow it back
goose.7607714,0,1515,0,999.0,99,BOT,follows 999x more than follow it back
goose_femy,20,6451,1,322.6,99,BOT,follows 323x more than follow it back
govindcomedy360,18,4510,8,250.6,99,BOT,follows 251x more than follow it back
gruchisha6_b_,0,187,6,999.0,99,BOT,follows 999x more than follow it back
guddu.sagarchadda1,15,5897,1,393.1,99,BOT,follows 393x more than follow it back
guk86530,2,2212,0,1106.0,99,BOT,follows 1106x more than follow it back
gungun__singh__000,35,3537,1,101.1,99,BOT,follows 101x more than follow it back
gurjarking4630,28,14000,0,500.0,99,BOT,follows 500x more than follow it back
guru.rajput304,7,2724,0,389.1,99,BOT,follows 389x more than follow it back
gzshh8,3,1816,0,605.3,99,BOT,follows 605x more than follow it back
haaniya___016,55,16000,0,290.9,99,BOT,follows 291x more than follow it back
hack_predication_,2,322,1,161.0,99,BOT,follows 161x more than follow it back
hamster.33157920,37,13000,0,351.4,99,BOT,follows 351x more than follow it back
hamster.6559624,197,13000,0,66.0,99,BOT,follows 66x more than follow it back
hamster.6840930,11,2616,0,237.8,99,BOT,follows 238x more than follow it back
hamster.7218110,36,7057,0,196.0,99,BOT,follows 196x more than follow it back
hamster.7393136,5,1885,0,377.0,99,BOT,follows 377x more than follow it back
